InventoryId,ScheduleId,FlightNumber,DepartureDate,ArrivalDate,DepartureAirport,ArrivalAirport,AvailableInventory,FC_AvailableInventory,BC_AvailableInventory,PC_AvailableInventory,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD
INV-ZZ-3894020,SCH-ZZ-1854929,3181,12/12/2023,12/12/2023,MAA,CCU,11,1,2,3,5,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-2405976,SCH-ZZ-1854929,3181,12/14/2023,12/14/2023,MAA,CCU,10,1,2,3,4,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-5751192,SCH-ZZ-1854929,3181,12/15/2023,12/15/2023,MAA,CCU,7,1,1,2,3,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-9371028,SCH-ZZ-6053731,2560,12/09/2023,12/09/2023,PAT,BBI,15,1,3,5,6,"{'F': 5, 'P': 4}","{'C': 7, 'J': 5, 'Z': 5}","{'Q': 8, 'R': 5, 'S': 3, 'T': 3, 'H': 5, 'M': 3}","{'Y': 3, 'A': 3, 'B': 1, 'D': 1, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 1, 'N': 1, 'O': 1, 'U': 3, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-5127815,SCH-ZZ-6053731,2560,12/13/2023,12/13/2023,PAT,BBI,5,1,1,2,2,"{'F': 5, 'P': 4}","{'C': 7, 'J': 5, 'Z': 5}","{'Q': 8, 'R': 5, 'S': 3, 'T': 3, 'H': 5, 'M': 3}","{'Y': 3, 'A': 3, 'B': 1, 'D': 1, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 1, 'N': 1, 'O': 1, 'U': 3, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-7884675,SCH-ZZ-6053731,2560,12/14/2023,12/14/2023,PAT,BBI,17,2,4,5,7,"{'F': 5, 'P': 4}","{'C': 7, 'J': 5, 'Z': 5}","{'Q': 8, 'R': 5, 'S': 3, 'T': 3, 'H': 5, 'M': 3}","{'Y': 3, 'A': 3, 'B': 1, 'D': 1, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 1, 'N': 1, 'O': 1, 'U': 3, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-5524735,SCH-ZZ-3482484,2914,12/12/2023,12/12/2023,GOI,COK,31,3,6,9,13,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-3907275,SCH-ZZ-3482484,2914,12/15/2023,12/15/2023,GOI,COK,60,6,12,18,24,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-3079467,SCH-ZZ-3482484,2914,12/16/2023,12/16/2023,GOI,COK,57,6,12,17,22,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7379125,SCH-ZZ-3482484,2914,12/17/2023,12/17/2023,GOI,COK,31,3,6,9,12,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9720660,SCH-ZZ-3482484,2914,12/19/2023,12/19/2023,GOI,COK,59,6,12,18,25,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-1045929,SCH-ZZ-3206199,3869,12/11/2023,12/11/2023,HYD,CJB,8,1,1,2,3,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3969928,SCH-ZZ-3206199,3869,12/15/2023,12/15/2023,HYD,CJB,11,1,2,3,4,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3336014,SCH-ZZ-3206199,3869,12/18/2023,12/18/2023,HYD,CJB,16,2,3,4,6,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6258838,SCH-ZZ-3206199,3869,12/22/2023,12/22/2023,HYD,CJB,17,2,3,5,6,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3482548,SCH-ZZ-7747278,2809,12/06/2023,12/06/2023,CJB,HYD,19,2,3,5,7,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5923746,SCH-ZZ-7747278,2809,12/08/2023,12/08/2023,CJB,HYD,29,3,6,9,11,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7397824,SCH-ZZ-7747278,2809,12/09/2023,12/09/2023,CJB,HYD,42,4,8,12,17,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1711463,SCH-ZZ-7747278,2809,12/12/2023,12/12/2023,CJB,HYD,44,4,9,13,17,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1889482,SCH-ZZ-7747278,2809,12/13/2023,12/13/2023,CJB,HYD,17,2,3,5,7,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1943272,SCH-ZZ-7747278,2809,12/15/2023,12/15/2023,CJB,HYD,36,3,7,11,14,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-3200329,SCH-ZZ-7747278,2809,12/16/2023,12/16/2023,CJB,HYD,45,4,9,14,18,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-2902972,SCH-ZZ-7747278,2809,12/19/2023,12/19/2023,CJB,HYD,37,4,7,11,15,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-4844407,SCH-ZZ-7747278,2809,12/20/2023,12/20/2023,CJB,HYD,42,4,8,13,17,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-9713330,SCH-ZZ-7747278,2809,12/22/2023,12/22/2023,CJB,HYD,25,2,5,8,10,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1427356,SCH-ZZ-7747278,2809,12/23/2023,12/23/2023,CJB,HYD,24,2,5,7,9,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1314423,SCH-ZZ-1331445,2390,12/16/2023,12/16/2023,CNN,HYD,46,4,9,13,19,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7231339,SCH-ZZ-1331445,2390,12/18/2023,12/18/2023,CNN,HYD,23,2,4,7,9,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7582344,SCH-ZZ-1331445,2390,12/20/2023,12/20/2023,CNN,HYD,45,4,8,12,18,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5067978,SCH-ZZ-1331445,2390,12/21/2023,12/21/2023,CNN,HYD,23,2,5,7,9,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-2995397,SCH-ZZ-1331445,2390,12/22/2023,12/22/2023,CNN,HYD,20,2,4,6,8,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-9243749,SCH-ZZ-1331445,2390,12/23/2023,12/23/2023,CNN,HYD,42,4,9,13,18,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1232037,SCH-ZZ-7048209,4886,12/09/2023,12/09/2023,BOM,PAT,29,3,6,9,12,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7980304,SCH-ZZ-7048209,4886,12/10/2023,12/10/2023,BOM,PAT,19,2,4,6,8,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-3902250,SCH-ZZ-7048209,4886,12/11/2023,12/11/2023,BOM,PAT,29,3,6,9,12,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7626903,SCH-ZZ-7048209,4886,12/12/2023,12/12/2023,BOM,PAT,46,5,10,14,19,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1593033,SCH-ZZ-7048209,4886,12/13/2023,12/13/2023,BOM,PAT,13,1,3,4,5,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-6617860,SCH-ZZ-7048209,4886,12/16/2023,12/16/2023,BOM,PAT,26,2,5,8,11,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7160729,SCH-ZZ-7048209,4886,12/17/2023,12/17/2023,BOM,PAT,15,1,3,4,6,"{'F': 13, 'P': 9}","{'C': 18, 'J': 13, 'Z': 13}","{'Q': 20, 'R': 13, 'S': 7, 'T': 7, 'H': 13, 'M': 7}","{'Y': 7, 'A': 7, 'B': 3, 'D': 3, 'E': 3, 'G': 7, 'I': 3, 'K': 7, 'L': 3, 'N': 3, 'O': 3, 'U': 7, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5504437,SCH-ZZ-2592431,4429,12/09/2023,12/09/2023,JAI,CJB,14,1,3,4,6,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 18, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7954078,SCH-ZZ-2592431,4429,12/12/2023,12/12/2023,JAI,CJB,30,3,6,9,11,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 18, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-7926715,SCH-ZZ-2592431,4429,12/14/2023,12/14/2023,JAI,CJB,20,2,4,6,8,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 18, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-9092105,SCH-ZZ-4609150,3171,12/12/2023,12/12/2023,IDR,COK,4,0,1,1,2,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-4066232,SCH-ZZ-4609150,3171,12/18/2023,12/18/2023,IDR,COK,10,1,2,3,4,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-1948844,SCH-ZZ-4609150,3171,12/19/2023,12/19/2023,IDR,COK,14,1,3,4,6,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-4117020,SCH-ZZ-7453592,2702,12/20/2023,12/20/2023,CJB,PNQ,34,3,7,10,14,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-1286842,SCH-ZZ-7255314,2047,12/17/2023,12/17/2023,IDR,COK,32,3,7,10,14,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-7483019,SCH-ZZ-7255314,2047,12/20/2023,12/20/2023,IDR,COK,30,3,6,9,12,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-8900714,SCH-ZZ-7255314,2047,12/21/2023,12/21/2023,IDR,COK,14,2,3,4,6,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-6210656,SCH-ZZ-6699044,4913,12/11/2023,12/11/2023,MAA,IDR,26,3,6,8,11,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-2887660,SCH-ZZ-6699044,4913,12/13/2023,12/13/2023,MAA,IDR,15,1,3,5,6,"{'F': 12, 'P': 8}","{'C': 16, 'J': 12, 'Z': 12}","{'Q': 19, 'R': 12, 'S': 6, 'T': 6, 'H': 12, 'M': 6}","{'Y': 6, 'A': 6, 'B': 3, 'D': 3, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 3, 'N': 3, 'O': 3, 'U': 6, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-3135453,SCH-ZZ-2529141,3688,12/10/2023,12/10/2023,PAT,HYD,76,8,15,23,32,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-1436051,SCH-ZZ-2529141,3688,12/11/2023,12/11/2023,PAT,HYD,65,7,14,19,26,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-6656449,SCH-ZZ-2529141,3688,12/12/2023,12/12/2023,PAT,HYD,30,3,6,9,12,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-9095558,SCH-ZZ-2529141,3688,12/13/2023,12/13/2023,PAT,HYD,50,5,10,16,20,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
